5,729,42,14,25,14,15,14,7,1,7,3,5,1,1,41,1,5,29,18,6,9,39,36,101,1,35,2,1,1,66,2,4,2,14,29,94,15,21,4,16,12,15,1,2
,,,Nursery_0_CA,Nursery_2007_CA,Nursery_2006_OR,Nursery_2007_OR,Nursery_2008_OR,Nursery_2004_OR,Nursery_2003_OR,Nursery_2005_OR,Nursery_2006_CA,Nursery_2004_CA,Nursery_2000_CA,Nursery_0_OR,Nursery_2008_CA,Nursery_2009_OR,Nursery_2010_OR,Nursery_2010_CA,Nursery_2011_CA,Nursery_2012_OR,Nursery_2012_CA,JHallCr_2001_OR,JHallCr_2002_OR,JHallCr_2003_OR,NFChetHigh_2003_OR,JHallCr_2004_OR,JHallCr_2005_OR,Coast_2006_OR,Coast_2010_OR,HunterCr_2011_OR,Coast_2011_OR,NFChetHigh_2012_OR,Coast_2012_OR,Winchuck_2012_OR,JHallCr_2013_OR,NFChetHigh_2013_OR,ChetcoMain_2013_OR,Winchuck_2013_OR,PistolRSF_2013_OR,Coast_2013_OR,Coast_2014_OR,NFChetHigh_2014_OR,ChetcoMain_2014_OR,JHallCr_2014_OR
Ind,Pop,PrMS6A1, ,Pr9C3A1, ,PrMS39A1, ,PrMS45A1, ,PrMS43A1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-83-7-B","Nursery_2007_OR","165","168","216","226","130","250","166","186","364","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-83-37-D","Nursery_2007_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-83-38-B","Nursery_2007_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-83-38-D","Nursery_2007_OR","165","168","216","226","130","254","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370431-1","Nursery_2007_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370431-2","Nursery_2007_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370431-3","Nursery_2007_CA","165","168","216","226","130","246","166","186","281","372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370431-4","Nursery_2007_CA","165","168","216","226","130","246","166","186","281","372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370431-5","Nursery_2007_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1428631-1","Nursery_2007_CA","165","168","216","226","130","246","166","186","368","493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04-278-3","Nursery_2004_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04-335-2B","Nursery_2004_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04-335-2C","Nursery_2004_OR","165","168","216","226","130","246","166","186","376","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1314176-9","Nursery_2004_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1314176-13","Nursery_2004_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1387968","Nursery_2004_CA","165","168","216","226","130","246","166","186","376","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1418886","Nursery_2004_CA","165","168","216","226","130","246","166","186","213","372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04-83D","Nursery_2004_OR","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phytr-06-4","Nursery_2006_CA","165","168","216","226","130","246","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phytr-0-217","Nursery_2000_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NOR1.2","Nursery_2006_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCK1.1","Nursery_2007_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCK1.2","Nursery_2007_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4123.100000000000364","Nursery_0_OR","165","168","216","226","130","250","166","186","376","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-1C","Nursery_2007_OR","165","168","216","226","130","250","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-1E","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-4A","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-4B","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-3-1","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-3-2","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-3-3","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-5A","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1161-5D","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1314070-20","Nursery_2004_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07-1240-1","Nursery_2007_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08-15-1","Nursery_2008_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08-16-1","Nursery_2008_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368791-19","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368791-21","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-1","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-2","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-3","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-4","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-6","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-7","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-10","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429891-11","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437044-28","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1454471-29","Nursery_2008_CA","165","168","216","226","130","250","166","186","281","376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1454471-31","Nursery_2008_CA","165","168","216","226","130","250","166","186","281","376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1309326-1","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480397","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368791-2","Nursery_2008_CA","165","168","216","226","130","246","166","186","364","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-1","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-3","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-5","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-6","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-7","Nursery_2008_CA","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-9","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-10","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-15","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-16","Nursery_2008_CA","165","168","216","226","130","250","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-21","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1454527-12","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480844-4","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480844-5","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480844-8","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480844-10","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281744-4","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480841-6","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281789-1","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281789-2","Nursery_2008_CA","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431833-31","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431833-32","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431833-39","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1309305-21","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118-28-B","Nursery_2008_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118-28-E","Nursery_2008_OR","165","168","216","226","130","254","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134-19-E","Nursery_2008_OR","165","168","216","226","130","250","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134-20-E","Nursery_2008_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 519- LTR1.2","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 520- MCK1.1","Nursery_2008_CA","165","168","216","226","130","246","166","186","372","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09-133-4 ODA","Nursery_2009_OR","165","168","216","226","130","250","166","186","364","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOD OR 10-59-3-A","Nursery_2010_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOD OR 10-59-3-D","Nursery_2010_OR","165","168","216","226","130","250","166","186","368","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOD OR 10-59-3-E","Nursery_2010_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOD OR 10-59-3-F","Nursery_2010_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOD OR 10-59-3-H","Nursery_2010_OR","165","168","216","226","130","250","166","186","364","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 731","Nursery_2010_CA","165","168","216","226","130","250","166","186","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 732","Nursery_2010_CA","165","168","216","226","130","250","166","186","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 733","Nursery_2010_CA","165","168","216","226","130","246","166","186","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 734","Nursery_2010_CA","165","168","216","226","130","246","166","186","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pr 735","Nursery_2010_CA","165","168","216","226","130","246","166","186","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1441558-37","Nursery_2010_CA","165","168","216","226","130","246","166","186","372","372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1441558-39","Nursery_2010_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1469925-55","Nursery_2010_CA","165","168","216","226","130","250","166","186","357","481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1538371-8","Nursery_2010_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1560692-17","Nursery_2010_CA","165","168","216","226","213","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1623730-36","Nursery_2010_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1623827-6","Nursery_2010_CA","165","168","216","226","130","246","166","186","372","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
