"ISOLATE","SAMPLE","LAT","LON","NOTES","ZONE1","ZONE2","YEAR","MLG"
"14049","14049",42.15221,-124.24551,"","BravoCr","NFChetHigh",2013,1
"14077","14077",42.17581,-124.35645,"","CoastNorth","Coast",2013,53
"14078","14078",42.17586,-124.35664,"","CoastNorth","Coast",2013,49
"14079","14079",42.17575,-124.35709,"","CoastNorth","Coast",2013,56
"14080","14080",42.17568,-124.35701,"","CoastNorth","Coast",2013,53
"14081","14081",42.17542,-124.35684,"","CoastNorth","Coast",2013,53
"14082","14082",42.17517,-124.35648,"","CoastNorth","Coast",2013,53
"14083","14083",42.1755,-124.35635,"","CoastNorth","Coast",2013,53
"14085","14085",42.15196,-124.2448,"","BravoCr","NFChetHigh",2013,15
"14092","14092",42.1524,-124.2454,"","BravoCr","NFChetHigh",2013,14
"14093","14093",42.15134,-124.24477,"","BravoCr","NFChetHigh",2013,14
"14107","14107",42.15351,-124.24757,"","BravoCr","NFChetHigh",2013,14
"14108","14108",42.15424,-124.24767,"","BravoCr","NFChetHigh",2013,14
"14112","14112",42.14928,-124.24445,"","BravoCr","NFChetHigh",2013,14
"14113","14113",42.14956,-124.24574,"","BravoCr","NFChetHigh",2013,14
"14114","14114",42.14931,-124.24574,"","BravoCr","NFChetHigh",2013,12
"14115","14115",42.14956,-124.24616,"","BravoCr","NFChetHigh",2013,17
"14116","14116",42.14956,-124.24619,"","BravoCr","NFChetHigh",2013,2
"14119","14119",42.15491,-124.24757,"","BravoCr","NFChetHigh",2013,14
"14120","14120",42.15521,-124.24734,"","BravoCr","NFChetHigh",2013,14
"14121","14121",42.15549,-124.24729,"","BravoCr","NFChetHigh",2013,14
"14122","14122",42.15577,-124.24743,"","BravoCr","NFChetHigh",2013,14
"14123","14123",42.15581,-124.24611,"","BravoCr","NFChetHigh",2013,14
"14131","14131",42.15525,-124.24702,"","BravoCr","NFChetHigh",2013,14
"14132","14132",42.15548,-124.24699,"","BravoCr","NFChetHigh",2013,14
"14045-a","14045",42.15184,-124.2446,"","BravoCr","NFChetHigh",2013,14
"14045-b","14045",42.15184,-124.2446,"","BravoCr","NFChetHigh",2013,14
"13971","13971",42.18689,-124.33395,"","CoastNorth","Coast",2014,52
"13977","13977",42.14112,-124.25619,"","NFChetHigh","NFChetHigh",2014,22
"14129","14129",42.18039,-124.33409,"","CoastNorth","Coast",2014,33
"14135","14135",42.18037,-124.334,"","CoastNorth","Coast",2014,33
"14136","14136",42.18141,-124.33431,"","CoastNorth","Coast",2014,50
"14137.1","14137",42.18158,-124.3346,"","CoastNorth","Coast",2014,54
"14138","14138",42.15597,-124.24551,"","BravoCr","NFChetHigh",2014,63
"14139","14139",42.17798,-124.34805,"","CoastNorth","Coast",2014,53
"14141","14141",42.14773,-124.24854,"","BravoCr","NFChetHigh",2014,14
"14142","14142",42.15617,-124.24516,"","BravoCr","NFChetHigh",2014,34
"14145","14145",42.13288,-124.18715,"","ChetcoMid","ChetcoMain",2014,28
"14149","14149",42.16112,-124.25123,"","BravoCr","NFChetHigh",2014,14
"14151","14151",42.18206,-124.33418,"","CoastNorth","Coast",2014,45
"14152","14152",42.182,-124.33412,"","CoastNorth","Coast",2014,45
"14153","14153",42.18687,-124.33366,"","CoastNorth","Coast",2014,52
"14156","14156",42.16116,-124.22005,"","BravoCr","NFChetHigh",2014,22
"14159","14159",42.13861,-124.25906,"","NFChetHigh","NFChetHigh",2014,15
"14160","14160",42.16421,-124.31306,"","CoastSouth","Coast",2014,52
"14161","14161",42.10571,-124.28493,"","NFChetLow","JHallCr",2014,28
"14162","14162",42.18669,-124.33401,"","CoastNorth","Coast",2014,52
"14164","14164",42.18367,-124.33432,"","CoastNorth","Coast",2014,46
"14165","14165",42.1251,-124.24377,"","BravoCr","NFChetHigh",2014,15
"14167","14167",42.13771,-124.26164,"","NFChetHigh","NFChetHigh",2014,39
"14168","14168",42.13697,-124.26083,"","NFChetHigh","NFChetHigh",2014,14
"14169","14169",42.1531,-124.2636,"","NFChetHigh","NFChetHigh",2014,12
"14171","14171",42.15199,-124.26438,"","NFChetHigh","NFChetHigh",2014,14
"14172","14172",42.15201,-124.26456,"","NFChetHigh","NFChetHigh",2014,8
"14174","14174",42.1087,-124.2832,"","NFChetLow","JHallCr",2014,29
"14175","14175",42.13695,-124.25425,"","NFChetHigh","NFChetHigh",2014,53
"WA84-121613","WA84",42.19181,-124.28903,"","NFChetHigh","NFChetHigh",2014,14
